Port Security;World Water Body;Railway;Cranes - Floating;Supplies - Provisions;Communications - Telefax;Publication Link;Facilities - Wharves;Harbor Type;Facilities - Ice Mooring;UN/LOCODE;Entrance Restriction - Ice;OID;Supplies - Fuel Oil;Services - Navigation Equipment;Offshore Maximum Vessel Beam (m);Facilities - Liquid Bulk;IHO S-57 Electronic Navigational Chart;Underkeel Clearance Management System;Pilotage - Advisable;Country Code;Region Name;Quarantine - Pratique;Harbor Use;Facilities - Med Mooring;IHO S-130 Sea Area;Facilities - Dangerous Cargo Anchorage;Lifts - 0-24 Tons;Services - Electrical Repair;Offshore Maximum Vessel Length (m);Facilities - Oil Terminal;Tidal Range (m);Vessel Traffic Service;First Port of Entry;Cranes - Fixed;Supplies - Engine;Estimated Time of Arrival Message;Search and Rescue;Entrance Restriction - Tide;Pilotage - Available;Communications - Radiotelephone;NAVAREA;Quarantine - Other;Anchorage Depth (m);Main Port Name;Facilities - Container;Services - Electricity;Pilotage - Local Assistance;Degaussing;Channel Depth (m);Dirty Ballast Disposal;Latitude;Supplies - Potable Water;Traffic Separation Scheme;World Port Index Number;Quarantine - Sanitation;Maximum Vessel Beam (m);Facilities - Beach Mooring;Communications - Telephone;Shelter Afforded;Oil Terminal Depth (m);Chemical Holding Tank Disposal;Maximum Vessel Draft (m);Supplies - Deck;Cranes Container;US Representative;Facilities - Solid Bulk;Entrance Restriction - Heavy Swell;Communications - Rail;Lifts - 100+ Tons;Alternate Port Name;Facilities - Breakbulk;Facilities - Anchorage;Services - Longshoremen;Sailing Direction or Publication;Facilities - Ro-Ro;Services -Diving;Entrance Restriction - Other;Facilities - Other;Longitude;Repairs;Dry Dock;Digital Nautical Chart;Maximum Vessel Length (m);Offshore Maximum Vessel Draft (m);Supplies - Aviation Fuel;Pilotage - Compulsory;Good Holding Ground;Overhead Limits;Communications - Airport;Tugs - Assistance;Lifts - 50-100 Tons;Supplies - Diesel Oil;Turning Area;Lifts - 25-49 Tons;Harbor Size;Garbage Disposal;Services - Ice Breaking;Facilities - LNG Terminal;Communications - Radio;Services -Steam;Liquified Natural Gas Terminal Depth (m);Cargo Pier Depth (m);Cranes - Mobile;Tugs - Salvage;Medical Facilities;IHO S-101 Electronic Navigational Chart;Standard Nautical Chart;Entrance Width (m);Position
Unknown;"Skagerrak; North Atlantic Ocean";Small;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;NOHOL;No;2458.0;Yes;Unknown;0.0;Yes;;Unknown;Unknown;Norway;Norway -- 20620;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;No;0.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;No;Yes;Yes;I;Unknown;20.1;Holmestrand;No;Unknown;Unknown;Unknown;20.1;Unknown;59.490555556;Yes;Unknown;23760.0;Yes;0.0;Unknown;Unknown;Good;0.0;Unknown;6.8;Unknown;Unknown;Unknown;Yes;No;Yes;Unknown;;Yes;Yes;Yes;Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat;Yes;Unknown;Yes;Unknown;10.326666667;Limited;Unknown;a2123810, gen21a;0.0;0.0;Unknown;No;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;No;Yes;Unknown;0.0;3.4;Unknown;Unknown;Yes;;43370.0;0.0;59.490556,10.326667,0.000001
Unknown;North Atlantic Ocean;Unknown;Unknown;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view;Yes;River (Basins);Unknown;GBLOL;Unknown;2462.0;Unknown;Unknown;0.0;Unknown;;Unknown;Unknown;United Kingdom;Scotland West Coast -- 32790;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;5.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;I;Unknown;14.0;Lochaline;Unknown;Unknown;Yes;Unknown;0.0;Unknown;56.55;Yes;Unknown;33160.0;No;0.0;Unknown;Yes;Fair;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Loch Aline;Unknown;Unknown;Unknown;Sailing Directions Pub. 141 (Enroute) - Scotland;Unknown;Unknown;Unknown;Unknown;-5.766667;Limited;Unknown;a2032790, coa20i, gen20b, h2033250;0.0;0.0;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;7.9;Unknown;Unknown;Unknown;;;0.0;56.550000,-5.766667,0.000001
Unknown;North Atlantic Ocean;Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view;Unknown;Coastal (Natural);Unknown;GBCNU;No;2463.0;Unknown;Unknown;0.0;Unknown;;Unknown;Unknown;United Kingdom;Scotland West Coast -- 32790;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;No;Unknown;Unknown;No;Unknown;No;Unknown;Unknown;I;Unknown;7.9;Craignure;Unknown;Unknown;Unknown;Unknown;12.5;No;56.466667;Unknown;Unknown;33170.0;Unknown;0.0;Unknown;Unknown;Fair;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Unknown;Unknown;;Unknown;Unknown;Unknown;Sailing Directions Pub. 141 (Enroute) - Scotland;Unknown;Unknown;Yes;Unknown;-5.7;Emergency Only;Unknown;a2032790, coa20i, gen20b, h2033250;0.0;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;4.9;Unknown;Unknown;Unknown;;;0.0;56.466667,-5.700000,0.000001
Unknown;North Atlantic Ocean;Unknown;Unknown;Unknown;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view;Yes;River (Natural);Unknown;GBGSA;No;2464.0;Unknown;Unknown;0.0;Unknown;;Unknown;Yes;United Kingdom;Scotland West Coast -- 32790;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;4.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;No;Yes;Yes;I;Unknown;23.2;Glensanda;Unknown;Unknown;Yes;Unknown;20.1;Yes;56.566667;Unknown;Unknown;33210.0;Unknown;0.0;Unknown;Yes;Good;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Unknown;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 141 (Enroute) - Scotland;Unknown;Unknown;Yes;Unknown;-5.533333;;Unknown;a2032790, coa20i, gen20b, h2033250;0.0;0.0;Unknown;Yes;Yes;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Very Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;11.0;Unknown;Unknown;Unknown;;;0.0;56.566667,-5.533333,0.000001
Unknown;North Atlantic Ocean;Medium;Unknown;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view;Yes;Coastal (Natural);Unknown;GBOBA;No;2465.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;United Kingdom;Scotland West Coast -- 32790;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;3.0;Unknown;No;Unknown;Unknown;Yes;Unknown;No;Yes;Unknown;I;Unknown;11.0;Oban;Unknown;Unknown;Yes;Unknown;12.5;No;56.416667;Yes;Unknown;33250.0;Unknown;0.0;Unknown;Yes;Excellent;0.0;Unknown;0.0;Yes;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 141 (Enroute) - Scotland;Unknown;Unknown;Yes;Unknown;-5.466667;Moderate;Unknown;a2032790, coa20i, gen20b, h2033250;0.0;0.0;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;3.4;Yes;Unknown;Yes;;37036.0;0.0;56.416667,-5.466667,0.000001
Unknown;North Atlantic Ocean;Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view;Unknown;Canal or Lake;Unknown;GBCNC;No;2466.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;United Kingdom;Scotland West Coast -- 32790;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;3.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;No;Yes;Unknown;I;Unknown;3.4;Crinan (Canal);Unknown;Unknown;Yes;Unknown;1.8;No;56.083333;Unknown;Unknown;33290.0;Unknown;0.0;Unknown;Yes;Good;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Unknown;Unknown;;Unknown;Unknown;Unknown;Sailing Directions Pub. 141 (Enroute) - Scotland;Unknown;Unknown;Yes;Unknown;-5.566667;Limited;Unknown;a2032790, coa20i, gen20b;0.0;0.0;Unknown;No;Unknown;Yes;Unknown;No;Unknown;Unknown;Unknown;Unknown;Very Small;No;Unknown;Unknown;Yes;Unknown;0.0;1.8;Unknown;No;Yes;;37036.0;0.0;56.083333,-5.566667,0.000001
Unknown;North Atlantic Ocean;Small;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;Unknown;River (Basins);Unknown;GBBAN;No;2467.0;Yes;Unknown;0.0;Unknown;;Unknown;No;United Kingdom;Scotland West Coast -- 32790;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;3.0;Unknown;No;Unknown;Unknown;No;Unknown;Yes;Yes;Unknown;I;Unknown;7.9;Bangor;Unknown;Unknown;No;Unknown;4.9;Yes;54.65;Yes;Unknown;33577.0;Unknown;0.0;Unknown;Yes;Fair;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Unknown;No;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;Unknown;Unknown;Yes;Unknown;-5.666667;Limited;Unknown;a2033770, coa20i, gen20b, h2033770;0.0;0.0;Unknown;No;Yes;No;Yes;No;Unknown;Yes;Unknown;Unknown;Very Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;1.8;Yes;No;Yes;;36011.0;0.0;54.650000,-5.666667,0.000001
Unknown;North Atlantic Ocean;Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;Yes;Coastal (Natural);Unknown;IECTB;Unknown;2468.0;Unknown;Unknown;0.0;Unknown;;Unknown;Unknown;Ireland;Ireland -- 33840;Yes;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;4.0;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;I;Yes;7.9;Castletown Bearhaven;Unknown;Unknown;Unknown;Unknown;7.9;No;51.65;Yes;Unknown;34190.0;Unknown;0.0;Unknown;Unknown;Fair;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;Unknown;No;Unknown;;Unknown;Yes;No;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;Unknown;Unknown;Unknown;Unknown;-9.916667;Limited;Unknown;a1934260, coa19f, gen19a, h1934240;0.0;0.0;Unknown;No;Unknown;Yes;No;No;Unknown;Yes;Unknown;Unknown;Very Small;No;Unknown;Unknown;Yes;Unknown;0.0;4.9;Unknown;No;No;;35139, 35140;0.0;51.650000,-9.916667,0.000001
Unknown;North Atlantic Ocean;Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;Yes;River (Tide Gates);Unknown;IEKLR;Unknown;2469.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;Ireland;Ireland -- 33840;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;5.0;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;I;Yes;7.9;Kilrush;Unknown;Unknown;Yes;Unknown;4.9;Yes;52.633333;Yes;Unknown;34200.0;Unknown;0.0;Unknown;Yes;Fair;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;;Unknown;Unknown;No;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;Unknown;Unknown;Yes;Unknown;-9.5;Limited;Medium;coa19f, gen19a, h1934130;0.0;0.0;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Very Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;4.9;Yes;Unknown;Yes;;35131, 35138;0.0;52.633333,-9.500000,0.000001
Unknown;"Irish Sea; North Atlantic Ocean";Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;GBHYM;No;2470.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;United Kingdom;England West Coast -- 34580;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;9.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Yes;11.0;Heysham;Unknown;Unknown;Unknown;Unknown;11.0;No;54.033333;Yes;Unknown;34640.0;Yes;0.0;Unknown;Unknown;Excellent;3.4;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Yes;Yes;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;Unknown;Unknown;Yes;Unknown;-2.916667;Limited;Unknown;gen20b;0.0;0.0;Unknown;Yes;Unknown;Unknown;Yes;No;Unknown;Yes;Unknown;Yes;Very Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;4.9;Yes;No;Yes;;36025.0;0.0;54.033333,-2.916667,0.000001
Unknown;"Irish Sea; North Atlantic Ocean";Unknown;Unknown;No;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;Unknown;Open Roadstead;Unknown;GBLIB;Unknown;2471.0;No;Unknown;0.0;Unknown;;Unknown;Unknown;United Kingdom;England West Coast -- 34580;Unknown;Unknown;Yes;;Unknown;Unknown;Unknown;0.0;Unknown;8.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;I;Unknown;0.0;Liverpool Bay Terminal;Unknown;Unknown;Unknown;Unknown;0.0;No;53.533333;No;Unknown;34650.0;Unknown;0.0;Unknown;Yes;Poor;23.2;Unknown;0.0;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;Unknown;Unknown;Yes;Unknown;-3.55;Limited;Unknown;a2034690, coa20j, gen20b;0.0;0.0;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Very Small;No;Unknown;Unknown;Yes;Unknown;0.0;0.0;Unknown;Unknown;Yes;;36025.0;0.0;53.533333,-3.550000,0.000001
Unknown;"Irish Sea; North Atlantic Ocean";Small;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;GBFIS;No;2472.0;Yes;Yes;0.0;Unknown;;Unknown;Unknown;United Kingdom;Wales -- 34710;Unknown;Unknown;Unknown;;Unknown;Yes;Yes;0.0;Unknown;4.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Unknown;14.0;Fishguard;Unknown;Yes;Yes;Unknown;12.5;No;52.016667;Yes;Unknown;34850.0;Yes;0.0;Unknown;Yes;Good;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Unknown;No;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;Unknown;Unknown;Yes;Unknown;-4.983333;Limited;Unknown;a2034850, coa20j, gen20b, h2034850;0.0;0.0;Unknown;Yes;Unknown;Yes;Yes;Yes;Unknown;Yes;Unknown;Yes;Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;7.9;Unknown;No;Yes;;36002, 36035;0.0;52.016667,-4.983333,0.000001
Unknown;"Bristol Channel; North Atlantic Ocean";Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;Yes;Coastal (Natural);Unknown;GBNEA;No;2473.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;United Kingdom;Wales -- 34710;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;6.0;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Yes;18.6;Neath;Unknown;Unknown;Unknown;Unknown;3.4;No;51.633333;Yes;Unknown;34970.0;Yes;0.0;Unknown;Unknown;Good;4.9;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;No;Yes;Unknown;;Unknown;Unknown;Unknown;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;Unknown;Unknown;Yes;Unknown;-3.833333;;Unknown;coa20j, gen20b;0.0;0.0;Unknown;Yes;Unknown;Yes;Yes;Yes;Unknown;Yes;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;4.9;Unknown;No;Yes;;;0.0;51.633333,-3.833333,0.000001
Unknown;"English Channel; North Atlantic Ocean";Small;No;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub191bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;GBNYL;No;2474.0;Yes;Yes;0.0;Unknown;;Unknown;Unknown;United Kingdom;England South Coast -- 35220;Unknown;Unknown;Unknown;;Unknown;No;Yes;0.0;Unknown;5.0;Unknown;Unknown;No;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Unknown;14.0;Newlyn;Unknown;Yes;Unknown;Unknown;14.0;No;50.1;Yes;Unknown;35240.0;Unknown;0.0;Unknown;Unknown;Good;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;No;Yes;No;;Unknown;Unknown;Yes;Sailing Directions Pub. 191 (Enroute) - English Channel;Unknown;Unknown;Yes;Unknown;-5.55;Limited;Unknown;a2035290, coa20a, gen20b;0.0;0.0;Unknown;Unknown;Unknown;Yes;Yes;Yes;No;Yes;Unknown;No;Very Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;4.9;Yes;No;Yes;;36049.0;0.0;50.100000,-5.550000,0.000001
Unknown;"English Channel; North Atlantic Ocean";Small;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub191bk.pdf&type=view;Yes;River (Natural);Unknown;GBFAW;Unknown;2475.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;United Kingdom;England South Coast -- 35220;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;5.0;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;I;Unknown;21.6;Fawley Marine Terminal;Unknown;Unknown;Unknown;Unknown;12.5;Yes;50.816667;Yes;Unknown;35590.0;Yes;0.0;Unknown;Unknown;Fair;14.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 191 (Enroute) - English Channel;Unknown;Unknown;Yes;Unknown;-1.333333;Limited;Unknown;a2035600, coa20c, gen20b, h2035580;0.0;0.0;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Yes;Unknown;Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;0.0;Unknown;Yes;Yes;;37020.0;0.0;50.816667,-1.333333,0.000001
Unknown;"English Channel; North Atlantic Ocean";Small;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub191bk.pdf&type=view;Unknown;River (Tide Gates);Unknown;FRLTR;No;2476.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;France;France NW Coast -- 35720;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;9.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Unknown;14.0;Le Treport;Unknown;Unknown;Unknown;Unknown;0.0;Yes;50.066667;Yes;Unknown;35800.0;Unknown;0.0;Unknown;Yes;Fair;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;Yes;Yes;Unknown;Treport;Unknown;Unknown;Unknown;Sailing Directions Pub. 191 (Enroute) - English Channel;Unknown;Unknown;Yes;Unknown;1.366667;Limited;Unknown;a2035810, coa20c, gen20b;0.0;0.0;Unknown;Yes;No;Yes;Yes;No;Unknown;Yes;Unknown;Unknown;Very Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;6.4;Yes;No;Yes;;37115.0;0.0;50.066667,1.366667,0.000001
Unknown;"Bay of Biscay; North Atlantic Ocean";Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;Yes;River (Natural);Unknown;FRBYE;Unknown;2477.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;France;France West Coast -- 36450;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;13.0;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Yes;Unknown;Unknown;II;Unknown;9.4;Blaye;Unknown;Unknown;Unknown;Unknown;7.9;Yes;45.133333;Yes;Unknown;37160.0;Unknown;0.0;Unknown;Unknown;Excellent;6.4;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;;Unknown;Unknown;Unknown;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;Unknown;Unknown;Unknown;Unknown;-0.666667;Limited;Unknown;a0837190, gen08b, h0837190;0.0;0.0;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Small;Yes;Unknown;Unknown;Unknown;Unknown;0.0;6.4;Yes;Unknown;Unknown;;;0.0;45.133333,-0.666667,0.000001
Unknown;"Skagerrak; North Atlantic Ocean";Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view;Unknown;Open Roadstead;Unknown;NOFAX;Unknown;2480.0;Unknown;Unknown;0.0;Yes;;Unknown;Unknown;Norway;Norway -- 20620;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;No;0.0;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;I;Yes;12.5;Fagerstrand;No;Unknown;Yes;Unknown;0.0;Unknown;59.733055556;Unknown;Unknown;23817.0;Yes;0.0;Unknown;Yes;Fair;7.9;Unknown;10.3;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;;No;Unknown;Unknown;Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat;No;Unknown;Unknown;Unknown;10.584722222;Unknown;Unknown;a2123810, gen21a, h2123810;160.0;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Small;Unknown;Unknown;No;Yes;Unknown;0.0;0.0;Unknown;Unknown;Unknown;;43374.0;0.0;59.733056,10.584722,0.000001
Unknown;"Skagerrak; North Atlantic Ocean";Medium;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view;Yes;Coastal (Natural);Unknown;NOKMO;No;2481.0;Unknown;Unknown;0.0;Unknown;;Unknown;Unknown;Norway;Norway -- 20620;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;0.0;Unknown;No;Yes;Unknown;Yes;Unknown;No;Yes;Yes;I;Yes;23.2;Kambo;Unknown;Unknown;Unknown;Unknown;4.9;Unknown;59.473055556;Yes;Unknown;23829.0;Yes;0.0;Unknown;Yes;Good;14.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Yes;Unknown;Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat;Unknown;Unknown;Yes;Unknown;10.679722222;Limited;Unknown;a2123810, gen21a, h2123830;0.0;0.0;Unknown;No;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;9.4;Unknown;Unknown;Unknown;;43379.0;0.0;59.473056,10.679722,0.000001
Unknown;"Skagerrak; North Atlantic Ocean";Small;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view;Yes;Coastal (Natural);Unknown;SEGRE;No;2482.0;Unknown;Unknown;0.0;Unknown;;Unknown;Yes;Sweden;Sweden -- 23860;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;No;Unknown;Unknown;Yes;Unknown;No;Unknown;Unknown;I;Unknown;6.4;Grebbestad;Unknown;Unknown;Yes;Unknown;3.4;No;58.676944444;Yes;Unknown;23890.0;Unknown;0.0;Unknown;Unknown;Good;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Unknown;Unknown;;Unknown;Yes;Unknown;Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat;Unknown;Unknown;Yes;Unknown;11.247777778;Limited;Unknown;a2123910, coa21e, gen21a;0.0;0.0;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;4.9;Unknown;Unknown;Unknown;;43360.0;0.0;58.676944,11.247778,0.000001
Unknown;"Skagerrak; North Atlantic Ocean";Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view;Unknown;Coastal (Natural);Unknown;SEFJA;Yes;2483.0;Unknown;Unknown;0.0;Unknown;;Unknown;Yes;Sweden;Sweden -- 23860;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;0.0;Unknown;No;Yes;Unknown;Yes;Unknown;No;Unknown;Unknown;I;Unknown;7.9;Fjallbacka;Unknown;Unknown;Yes;Unknown;6.4;No;58.600277778;Yes;Unknown;23900.0;Unknown;0.0;Unknown;Unknown;Good;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Unknown;Unknown;;Unknown;Unknown;Unknown;Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat;Unknown;Unknown;Yes;Unknown;11.277222222;Limited;Unknown;a2123910, coa21e, gen21a;0.0;0.0;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;4.9;Unknown;Unknown;Unknown;;43360.0;0.0;58.600278,11.277222,0.000001
